the_geom,cartodb_id,tipo,color
0101000020E6100000C6253BF465FE59C09280C97485E83440,31,Competidor Indirecto,A5AA99
0101000020E610000006E973FF62F056C020E8EC8DEFBD3140,32,Competidor Indirecto,A5AA99
0101000020E6100000EFC3A46CCFCA58C01A64BB10E5763340,33,Competidor Indirecto,A5AA99
0101000020E6100000DE4DE06B42DA59C07CE693B2989A3440,34,Competidor Indirecto,A5AA99
0101000020E610000096C71ECA65D259C0722486D338A93440,35,Competidor Indirecto,A5AA99
0101000020E61000009DE0511975D958C0060AA3F6AE913140,36,Competidor Indirecto,A5AA99
0101000020E6100000C5F9409715B758C0B11C3AA019E23240,37,Competidor Indirecto,A5AA99
0101000020E6100000C7DA7CAF63E058C0F4D3C963177F3B40,38,Competidor Indirecto,A5AA99
0101000020E6100000635F91E3B77D59C0B6DF354305EB3540,39,Competidor Indirecto,A5AA99
0101000020E61000002FBE688F972E58C047C90E9EC70E3140,40,Competidor Indirecto,A5AA99
0101000020E610000007A791D826B758C0C378F62A6CE23240,41,Competidor Indirecto,A5AA99
0101000020E6100000F914BEC6C7BE58C00E213A46AA633340,42,Competidor Indirecto,A5AA99
0101000020E610000076CADDC6AA3659C095048F0CC5593C40,43,Competidor Indirecto,A5AA99
0101000020E61000008B34F10E30CF58C0083CCD5535853340,44,Competidor Indirecto,A5AA99
0101000020E61000004485EAE6A2B758C07A05BBC405843340,45,Competidor Indirecto,A5AA99
0101000020E610000064B99D64080A58C061C4FCE441343340,46,Competidor Indirecto,A5AA99
0101000020E610000077542DD08B2959C0F4A1F24CBBAA3740,47,Competidor Indirecto,A5AA99
0101000020E6100000A115947956C158C0CAE1934E24863340,48,Competidor Indirecto,A5AA99
0101000020E610000093E57F4D31CD58C05B96D0D9D9483340,49,Competidor Indirecto,A5AA99
0101000020E6100000CCE7A24271D859C09733A16A70A43440,50,Competidor Indirecto,A5AA99
0101000020E6100000944BE3179E7B59C016399F950F5B3540,51,Competidor Indirecto,A5AA99
0101000020E610000068E477C34BD95AC0CFA67E390ECF3840,52,Competidor Indirecto,A5AA99
0101000020E61000000AF1ABE677D759C09335EA211AB13440,53,Competidor Indirecto,A5AA99
0101000020E6100000A4ADE7F7BFCB58C0BDF0B52DEB5B3340,54,Competidor Indirecto,A5AA99
0101000020E6100000FBF48E09A7D658C05F5738EE39A23340,55,Competidor Indirecto,A5AA99
0101000020E610000045396613BFC858C0B4A5D446F16F3340,56,Competidor Indirecto,A5AA99
0101000020E6100000E7949935651659C08042C1B5A8B73940,57,Competidor Indirecto,A5AA99
0101000020E61000002FCCB691FACB58C033CA4CCC27AA3340,58,Competidor Indirecto,A5AA99
0101000020E6100000D534F7A94DC358C0C714E61CC07C3340,59,Competidor Indirecto,A5AA99
0101000020E61000004F4D725513CD58C0844CCF475B8F3340,60,Competidor Indirecto,A5AA99
0101000020E610000078FFCCDE215059C0E8A6AC2A24043540,61,Competidor Indirecto,A5AA99
0101000020E6100000A6270BE397165AC0A7F465CCD1203340,62,Competidor Indirecto,A5AA99
0101000020E61000002A66AD36F96456C0683E4A9992063540,63,Competidor Indirecto,A5AA99
0101000020E6100000F3E6B2C9C88D58C080B5EE0F29063340,64,Competidor Indirecto,A5AA99
0101000020E61000001826530563B555C0C59A5F07AD273540,65,Competidor Indirecto,A5AA99
0101000020E61000009C777323F2165AC04FC6DF93DA733340,66,Competidor Indirecto,A5AA99
0101000020E61000006BBA9EE83A0859C0A8E0329F5A303340,67,Competidor Indirecto,A5AA99
0101000020E610000016806F68840C56C00E5508164DB13440,68,Competidor Indirecto,A5AA99
0101000020E610000099E28133FE6659C09F3FA7FF30843340,69,Competidor Indirecto,A5AA99
0101000020E6100000CE49D67E3E3058C02A1AEFB70B0E3140,70,Competidor Indirecto,A5AA99
0101000020E6100000D96BEEA623C658C0B240C3B4D2603340,71,Competidor Indirecto,A5AA99
0101000020E61000009F8698E04E6456C06E9BB181D7033540,72,Competidor Indirecto,A5AA99
0101000020E6100000363CFF6E281A58C03E27F71A06723340,73,Competidor Indirecto,A5AA99
0101000020E61000001E22C2CBA1CE58C02C9A6F6B93863340,74,Centro Comercial,E73F74
0101000020E61000005342D22FBDCA58C055D1991A515D3340,75,Centro Comercial,E73F74
0101000020E6100000C336772EABE658C0AB71FC7177113340,76,Competidor,3969AC
0101000020E61000005F5F2D6F752F59C0CC832EC0C2EA3440,77,Competidor,3969AC
0101000020E61000004AB39A2AEF8858C0D2EB2663426A3340,78,Competidor,3969AC
0101000020E6100000ED07C068246258C0E865B911BBD33940,79,Competidor,3969AC
0101000020E6100000962023A002FE59C0E669E99F1AC93340,80,Competidor,3969AC
0101000020E610000010D8493B7D4857C05AE6421F0BC33040,81,Competidor,3969AC
0101000020E6100000EF47DD105BCA58C021BDF26ACA6B3340,82,Competidor,3969AC
0101000020E610000067DDD47A1E5256C03185BD3F94323440,83,Competidor,3969AC
0101000020E6100000E4013CD47CDB59C076A45DF9EABE3440,84,Competidor,3969AC
0101000020E6100000E0C7878F3E8058C07A0007C456363440,85,Competidor,3969AC
0101000020E61000005FF604ECD76459C09204E10A284C3640,86,Competidor,3969AC
0101000020E61000005511137937DE58C0752B3A483E413340,87,Competidor,3969AC
0101000020E61000004D80C4232F1C59C00239B40A939E3440,88,Competidor,3969AC
0101000020E61000005E863920CDC058C0F004144D145E3340,89,Competidor,3969AC
0101000020E61000003BF107C9A30F59C03DF052665AB13940,90,Competidor,3969AC
0101000020E6100000748E2A585D6B5AC0CBADDE1B22EE3A40,91,Competidor,3969AC
0101000020E61000007385359DF63959C07E688B10C3253640,92,Competidor,3969AC
0101000020E6100000630AB52AB28958C0AB18D78DB1663340,93,Competidor,3969AC
0101000020E6100000C1F70678B5E558C04F3E7FD2375D3340,94,Competidor,3969AC
0101000020E610000071ED3CD8BF1759C0C28AAE66F8A73940,95,Competidor,3969AC
0101000020E6100000E77BFC94591059C09E1F4E79D7C13940,96,Competidor Indirecto,A5AA99
0101000020E6100000CDCC8AB0FA7A58C0617E97E7FB4F3340,97,Competidor Indirecto,A5AA99
0101000020E61000000519BFF83B005AC0ED90AC0D5F793840,98,Competidor Indirecto,A5AA99
0101000020E6100000A97BF01C027E5BC0EAA043C7AB7F3B40,99,Competidor Indirecto,A5AA99
0101000020E61000007681FD9D0ED259C047BD542AB0A43440,100,Competidor Indirecto,A5AA99
0101000020E61000006523C621D19A5AC039519EBB55353740,101,Competidor Indirecto,A5AA99
0101000020E610000057C586344B6C59C036E86C7D68203540,102,Competidor Indirecto,A5AA99
0101000020E61000001BDDBDB3280758C0AA7078FF27223340,103,Competidor Indirecto,A5AA99
0101000020E6100000CBC2539F96D659C09A6EE19246B63440,104,Competidor Indirecto,A5AA99
0101000020E61000002A892EA03EC458C042864490394C3340,105,Competidor Indirecto,A5AA99
0101000020E6100000F910B7B7D96556C053149E865E013540,106,Competidor Indirecto,A5AA99
0101000020E61000009416AA72CCC158C054D360E0DA573340,107,Competidor Indirecto,A5AA99
0101000020E61000001219909C50FA5AC0E3358EDCC30D3940,108,Competidor Indirecto,A5AA99
0101000020E610000045B65628509A58C0C6BF53F1141D3440,109,Competidor Indirecto,A5AA99
0101000020E6100000206989F8BB1559C0B4FB7EFF20953340,110,Competidor Indirecto,A5AA99
0101000020E610000061A010A60DFC55C0747AFF9BEEA83440,111,Competidor Indirecto,A5AA99
0101000020E6100000842A146DB7D559C0CE4A41546DAD3440,112,Competidor Indirecto,A5AA99
0101000020E6100000188E8C7AAD8758C04E469561DC113340,113,Competidor Indirecto,A5AA99
0101000020E61000003D0CCE5CB76258C0728687D5C4D13940,114,Competidor Indirecto,A5AA99
0101000020E610000030A43F0B34C958C081606D10D65B3340,115,Competidor Indirecto,A5AA99
0101000020E61000009D09D14A2F955BC0B08971A36D203840,116,Competidor Indirecto,A5AA99
0101000020E610000020F4E81DD92658C09B8246FAFE893240,117,Competidor Indirecto,A5AA99
0101000020E6100000D4005259DCD259C0212B6CC49BAD3440,118,Competidor Indirecto,A5AA99
0101000020E6100000609F8C33BED959C0F5E83676C3893940,119,Sucursal,11A579
0101000020E6100000BAB23485C8DB59C0FE53FD8C038D3940,120,Sucursal,11A579
0101000020E61000001B8802094C0F58C09B7F4796C45E2F40,121,Sucursal,11A579
0101000020E6100000958C52F8222857C0D52D12450EBD3040,122,Sucursal,11A579
0101000020E610000017C2A4D7EA3058C05FF5FC4024553340,123,Sucursal,11A579
0101000020E61000006BDFD4EEB45858C05D5706B4F8763240,124,Sucursal,11A579
0101000020E61000000EDCA248CE3C59C0F9506009BD883940,125,Sucursal,11A579
0101000020E6100000C75A2A0C1D6F58C0DDB3AED172EA3240,126,Sucursal,11A579
0101000020E6100000F186F20D1EBF58C06E5A219329633340,127,Sucursal,11A579
0101000020E61000002F4C4B51132A57C0DCFA44F9DDA32E40,128,Sucursal,11A579
0101000020E6100000304115500B2E58C0EAADE4D7CD133140,129,Sucursal,11A579
0101000020E6100000D08EA727240B58C07B278F3C4AD82F40,130,Sucursal,11A579
0101000020E61000000AAB8805C4CA58C072093496B86C3340,131,Sucursal,11A579
0101000020E6100000C53A76CCD09059C0EFFE78AF5ADB3540,132,Sucursal,11A579
0101000020E61000002B59E3A6A59359C0A34FD46741E13540,133,Sucursal,11A579
0101000020E6100000D5059BBE477858C002AB979D4D4D3640,134,Sucursal,11A579
0101000020E6100000CE331734843D59C0841177CCAB783940,135,Sucursal,11A579
0101000020E6100000890DF53FA98B58C07EE19524CF0B3640,136,Sucursal,11A579
0101000020E6100000E23D49B2350A56C0BB5CABDAC1983540,137,Sucursal,11A579
0101000020E6100000BF2BA30D170D59C0C4751064D2B23940,138,Sucursal,11A579
0101000020E61000001A80B2CEDDE059C0604F436D7E8F3940,139,Sucursal,11A579
0101000020E6100000E3FBE25255395AC0C25596CF8F7B3540,140,Sucursal,11A579
0101000020E6100000F95FF8D2E55F58C0AD06F6D2F3E43940,141,Sucursal,11A579
0101000020E6100000CD8FE0C2111759C095DEED30DC6F3340,142,Sucursal,11A579
0101000020E610000060ACF398968C58C00C6D08A7680C3340,143,Sucursal,11A579
0101000020E6100000D60BF43F2F525AC09A5BC6F2538B3540,144,Sucursal,11A579
0101000020E6100000EDFCF402E01759C0717EDCE123933440,145,Sucursal,11A579
0101000020E6100000658E8233FA6B56C01D3059260DEC3440,146,Sucursal,11A579
0101000020E6100000BD01E2851FB958C0C2E0792D117F3340,147,Sucursal,11A579
0101000020E610000086F93C90065659C02EF87EB449AD3440,148,Sucursal,11A579
0101000020E61000002557D206F7D458C06E247D1829873640,149,Sucursal,11A579
0101000020E6100000E3C179E5F85858C0C8E3B3869C743240,150,Sucursal,11A579
0101000020E61000003F8F519E792559C07909671AC1E23340,151,Sucursal,11A579
0101000020E6100000ACD8CA11133C59C03A0045D919253640,152,Sucursal,11A579
0101000020E6100000DDCD531DB2CB58C004F97E0F03CA3940,153,Sucursal,11A579
0101000020E61000000F80D9B940C958C01B2AE70785663340,154,Sucursal,11A579
0101000020E6100000B47B6E782CC658C0A9C41262705C3340,155,Sucursal,11A579
0101000020E6100000B9BC83E9853859C0E32DFC85C3383440,156,Sucursal,11A579
0101000020E6100000D4D0CCB479B058C05FF9A02597B33340,157,Sucursal,11A579
0101000020E61000003288F64E188359C0864B3BF37A6C3340,158,Sucursal,11A579
0101000020E61000000C14E3C2A26E59C040D44355C8123540,159,Sucursal,11A579
0101000020E61000000F3E9CD9D1C458C087EC51F2C95A3340,160,Sucursal,11A579
0101000020E61000004EC27DCBB95D58C019362D25898B3440,161,Sucursal,11A579
0101000020E6100000993D1A9866B655C0639D09D14A2D3540,162,Sucursal,11A579
0101000020E610000012F2A4F9A13459C0EC5609F5787E3440,163,Sucursal,11A579
0101000020E61000006CD35426A7075AC097EEC750C2713840,164,Sucursal,11A579
0101000020E6100000C87818839CC858C062A1B52606703340,165,Sucursal,11A579
0101000020E6100000C389017577F558C05B6B7BFD41E63040,166,Sucursal,11A579
0101000020E6100000B6785F32A1C158C0AD859B84B9913340,167,Sucursal,11A579
0101000020E6100000B8C3EC8629BC5BC06A1E97A38D4D3F40,168,Sucursal,11A579
0101000020E6100000AE24811F38E958C0C58FEF5A5B463340,169,Sucursal,11A579
0101000020E6100000A7C0F2B5A1E558C0DC421D77C6F63240,170,Sucursal,11A579
0101000020E61000001C1F143138855AC06B38D9C4D1A33C40,171,Sucursal,11A579
0101000020E6100000A7A79731E8C058C0C6DB6BBDB6323340,172,Sucursal,11A579
0101000020E6100000176536C8E40758C040CD1CD4762A3340,173,Sucursal,11A579
0101000020E61000004FE48BEE87BE58C07DAC64F0C55B3340,174,Sucursal,11A579
0101000020E610000059390F82694D5AC0D940FCF486A73440,175,Sucursal,11A579
0101000020E610000009B35C78D69A58C02B21AB9D59243540,176,Sucursal,11A579
0101000020E610000056D93529DE2D58C0CF86DB259ACF3240,177,Sucursal,11A579
0101000020E610000014BCD7FF6FCD58C0EE9D4D1E814E3340,178,Sucursal,11A579
0101000020E61000001B8091C0348459C0BF20546F2E6C3340,179,Sucursal,11A579
0101000020E6100000A878B70D7EB458C092855C674B063340,180,Sucursal,11A579
0101000020E61000006B1A67156EC858C06A9F330E9A913340,181,Sucursal,11A579
0101000020E6100000EC5FC404567858C0574E10AFCA4F3640,182,Sucursal,11A579
0101000020E61000001A43CE356BC158C0E54ADAE0865B3340,183,Sucursal,11A579
0101000020E6100000722FB463B8C458C0D3F2EAB9D8A13340,184,Sucursal,11A579
0101000020E6100000BF12C450F98059C0E3672B48965A3440,185,Sucursal,11A579
0101000020E6100000DD7A4D0F0AC158C0EEE5A163C5573340,186,Sucursal,11A579
0101000020E6100000F7562426E8D059C03EF7B39235A03440,187,Sucursal,11A579
0101000020E6100000810407AC830858C08639C5D3C02B3340,188,Sucursal,11A579
0101000020E610000027792246171E5BC02F0431B718913940,189,Sucursal,11A579
0101000020E610000077A754EC9CDD58C004FA4C0F6D323340,190,Sucursal,11A579
0101000020E6100000402411542CBE58C062AB99EFBFE53240,191,Sucursal,11A579
0101000020E6100000EA5674903C4F5AC08D7ED17177993440,192,Sucursal,11A579
0101000020E610000089B46C31E82457C07B272C128F6D2E40,193,Sucursal,11A579
0101000020E6100000DF14DA628C095CC07DAF21382EB73E40,194,Sucursal,11A579
0101000020E6100000A7DD1A9E7F8459C08B1BB7989F633340,195,Sucursal,11A579
0101000020E61000004C57C92A596C5BC0D7F6FA8316603E40,196,Sucursal,11A579
0101000020E61000000ABF92B309B658C0F12F82C64C523240,197,Sucursal,11A579
0101000020E61000000550AD3A423258C0D6C1662552BF3240,198,Sucursal,11A579
0101000020E61000006ADDA38AE4E157C0A5A9D877C9063240,199,Sucursal,11A579
0101000020E61000001CFC2F9D77DF5CC03A02D96725514040,200,Sucursal,11A579
0101000020E6100000187C165B337759C090D1C79D4E073540,201,Sucursal,11A579
0101000020E61000000AE95BACC99459C09BD234078C3E3540,202,Sucursal,11A579
0101000020E61000009553F135FAD659C0E3B64B55B97E3440,203,Sucursal,11A579
0101000020E61000007178DE192FD359C0E20E4880A2B13440,204,Sucursal,11A579
0101000020E6100000216EF36B106B59C0A971EB451F1D3540,205,Sucursal,11A579
0101000020E61000003DE90AD71F3459C0126BF12900833440,206,Sucursal,11A579
0101000020E61000000948249FD1F758C040125918E0DB3040,207,Sucursal,11A579
0101000020E610000044CA051D239A5AC0C1B6768987363740,208,Sucursal,11A579
0101000020E6100000C76F44D65EB858C0646C32F499833340,209,Sucursal,11A579
0101000020E6100000CF3F6E7DE0CB58C08A52A5DA65AC3240,210,Sucursal,11A579
0101000020E61000001437B8BE19E958C0B75EB27599473340,211,Sucursal,11A579
0101000020E61000005F986D23F5D858C044905A9334CC3040,212,Sucursal,11A579
0101000020E6100000BFD8D6AA389C58C0EAA2320FAA0A3240,213,Sucursal,11A579
0101000020E6100000CC519154F0CC58C09463BA2948C83240,214,Sucursal,11A579
0101000020E6100000AFA1CCEDFB4258C01A7718CDA9113440,215,Sucursal,11A579
0101000020E61000001EEE55F1A76756C0D1DDE0D1E7E83440,216,Sucursal,11A579
0101000020E61000009399E2DC2CB95AC05A5031310AEB3740,217,Sucursal,11A579
0101000020E610000099D0A8E908E358C086C22D4057F43340,218,Sucursal,11A579
0101000020E61000004616FE465A3A5DC0F5D833D72B3B4040,219,Sucursal,11A579
0101000020E6100000CCE4A3DE36CF59C0ADF6D125F3AB3440,220,Sucursal,11A579
0101000020E610000087AF44DA651659C0579F6120BEBE3940,221,Sucursal,11A579
0101000020E61000005F5373FBDDBF58C08E79DB54F6A53340,222,Sucursal,11A579
0101000020E6100000434E884E097659C0CCB6B2C89FFC3440,223,Sucursal,11A579
0101000020E6100000BB880862CD3058C0CF9CBB7E3D553340,224,Sucursal,11A579
0101000020E61000007E8F1BFA7EEA58C07D152A49E8523340,225,Sucursal,11A579
0101000020E61000004F408F289FCF59C04345AC3043983440,226,Sucursal,11A579
0101000020E61000002C78FAD6411E57C040F61F3E558A3040,227,Sucursal,11A579
0101000020E61000001E7FD4ECE2B65AC077316A4AF4683C40,228,Sucursal,11A579
0101000020E610000059D1EEA9FFDE58C0E7E22D5FB0373A40,229,Sucursal,11A579
0101000020E6100000258392B87D3B57C0FAF3C87AC5FA3140,230,Sucursal,11A579
0101000020E6100000E32339CB723C58C0F4E06A7439A73340,231,Sucursal,11A579
0101000020E61000006D0CF093D9C758C0D6F78667AEB73040,232,Sucursal,11A579
0101000020E6100000D2AB7D119FDB59C06B7DF4FA519A3440,233,Sucursal,11A579
0101000020E6100000134393401A9059C0133B22F842E13540,234,Sucursal,11A579
0101000020E61000006D5297AD716759C06770E70465843340,235,Sucursal,11A579
0101000020E61000008062A6E5AE6556C01C1FF3228FF03440,236,Sucursal,11A579
0101000020E6100000E6CF96F7A11D59C0644825A73CAB3940,237,Sucursal,11A579
0101000020E6100000F4BC7E35455759C0716626DE22AB3440,238,Sucursal,11A579
0101000020E6100000E7F7050DA0125AC095C12873B90E3340,239,Sucursal,11A579
0101000020E6100000D6FC195AB46E59C056DCF270861A3540,240,Sucursal,11A579
0101000020E6100000D12B75FB324A59C093EBE03F61B03340,241,Sucursal,11A579
0101000020E61000005899002E4ECA58C05B06DEC136443340,242,Sucursal,11A579
0101000020E6100000DB53CD079F8359C0C63B7606FC653340,243,Sucursal,11A579
0101000020E61000005A7CF1E2D04159C0DEB5BE275A6E3940,244,Sucursal,11A579
0101000020E6100000E5464F99B44B59C0C03DAE914DB23340,245,Sucursal,11A579
0101000020E610000051D2CB41F3CD58C08C8AD572A97B3440,246,Sucursal,11A579
0101000020E6100000F3A4F1B0F53C59C04FD5564F5A543D40,247,Sucursal,11A579
0101000020E6100000F611326F998C58C0EE30DC6FA3503340,248,Sucursal,11A579
0101000020E61000007BDC753E553459C0E1D782BD0D823440,249,Sucursal,11A579
0101000020E61000003947BAF29BF058C06F5BA505795E3340,250,Sucursal,11A579
0101000020E6100000FD8261E9D19E5AC08490C1C4FEBD3F40,251,Sucursal,11A579
0101000020E61000003741ED1A21CA58C066D4DFBF37713340,252,Sucursal,11A579
0101000020E610000015B3147F0AA05AC00E40F6BC13B83F40,253,Sucursal,11A579
0101000020E6100000048A1E19E7C758C0EBF1ADD53F6E3340,254,Sucursal,11A579
0101000020E610000039B7A6CC4F445DC0E3AC467E16434040,255,Sucursal,11A579
0101000020E610000063D8DD1396F458C03A0FFEB06BDF3040,256,Sucursal,11A579
0101000020E61000009462706282C858C0F012DE1613493340,257,Sucursal,11A579
0101000020E6100000A197388FD6C158C0A05204BCF5683340,258,Sucursal,11A579
0101000020E6100000A14A8B0256CF58C0913BD7BD36933340,259,Sucursal,11A579
0101000020E6100000F2BF2A5195C458C0136105F0FD4A3340,260,Sucursal,11A579
0101000020E61000005096949A018658C09C59649E090C3340,261,Sucursal,11A579
0101000020E61000000E6996FCB6F958C04FAE4A9EC2DB3040,262,Sucursal,11A579
0101000020E61000003BA1BE0224A157C071A884CC3A573040,263,Sucursal,11A579
0101000020E61000004AB80C0F8CE358C0EB5BFF11FA7D3B40,264,Sucursal,11A579
0101000020E6100000A3EB3ED7E9E159C0B1F2D3D1D4953940,265,Sucursal,11A579
0101000020E610000009CAC8B4D10758C0C92DF713DF163240,266,Sucursal,11A579
0101000020E6100000C59F5524EE0757C0671A7F68073B3040,267,Sucursal,11A579
0101000020E6100000C594A35B8A0758C04EBD87AEB82A3340,268,Sucursal,11A579
0101000020E610000020768D33593758C06931FCD09A853340,269,Sucursal,11A579
0101000020E61000007686EB49C75258C0FB68062B2D603240,270,Sucursal,11A579
0101000020E6100000364856B8C47659C0300552FFAC053540,271,Sucursal,11A579
0101000020E61000004FD7C9CFFC3E57C00AD8CC291AF93140,272,Sucursal,11A579
0101000020E6100000CFDB96D0F61959C0E33166BFAC943440,273,Sucursal,11A579
0101000020E6100000A3305A0D6AC958C07F60968F077C3340,274,Sucursal,11A579
0101000020E6100000E99CC0F0E1C158C0FCDEA63FFBEB3240,275,Sucursal,11A579
0101000020E61000002635172CD3A457C0AA4266DB27FE3140,276,Sucursal,11A579
0101000020E6100000E7D54A32BC5257C05DFD96086D643040,277,Sucursal,11A579
0101000020E6100000747C932AFAE158C093D8FF4AF8663340,278,Sucursal,11A579
0101000020E6100000AEB009FE71C558C012BC218D0A833340,279,Sucursal,11A579
0101000020E6100000D111AFA10A1B59C014011444598D3440,280,Sucursal,11A579
0101000020E61000002021B17AD31D5BC09BF4087FD0A43940,281,Sucursal,11A579
0101000020E6100000F493FF034B6C59C02F4E00EE47203540,282,Sucursal,11A579
0101000020E6100000BF3A3BD7FF6E58C0339786A7785D3540,283,Sucursal,11A579
0101000020E610000021F24C1E459D58C0E1B1C0D33B993240,284,Sucursal,11A579
0101000020E6100000503792FCEF0759C05C4F19A4852F3340,285,Sucursal,11A579
0101000020E61000002375127C99EF59C0DBF95D5CD33F3340,286,Sucursal,11A579
0101000020E6100000EA09A6F5127F59C035C1683D19453640,287,Sucursal,11A579
0101000020E61000005BF9B878B0DB5AC0C4BC9E1AF5BE3840,288,Sucursal,11A579
0101000020E610000022C77309092059C0E0EA6B23BFBB3440,289,Sucursal,11A579
0101000020E610000011E61305FCDC59C076FE0EC148B63440,290,Sucursal,11A579
0101000020E610000055999448C3C558C04086D039263F3340,291,Sucursal,11A579
0101000020E610000007431D56384758C0B4A4486359DD3240,292,Sucursal,11A579
0101000020E61000001E1583B068D258C09C4DCB38DB9B3340,293,Sucursal,11A579
0101000020E610000073FF264E4D6459C0CD9B7928C0A53140,294,Sucursal,11A579
0101000020E6100000DAE3C7900A5558C0FF51829B18CB3340,295,Sucursal,11A579
0101000020E6100000DCD039E4CBCF58C097425A42C2753340,296,Sucursal,11A579
0101000020E610000040B1E3F9EB7759C06133443E7D093540,297,Sucursal,11A579
0101000020E6100000BB81C0D2D2875AC0E2CEE04AD1B93C40,298,Sucursal,11A579
0101000020E6100000769074594EC258C0DB4B5CBF47663340,299,Sucursal,11A579
0101000020E61000009F28E00943C558C033A041B755AA3340,300,Sucursal,11A579
0101000020E61000003467BFE6038C58C0EF4507667D0A3340,301,Sucursal,11A579
0101000020E6100000A0FCDD3BEA6756C0EFC3835E66063540,302,Sucursal,11A579
0101000020E61000003C4C1CF5E74F5AC0B6FA878085AD3440,303,Sucursal,11A579
0101000020E61000003338C625B90959C0EDF2CE1DD49C3940,304,Sucursal,11A579
0101000020E6100000A7D73DE4339D57C0AAB42860F9193240,305,Sucursal,11A579
0101000020E610000081FC53479AC758C016653E396D5B3340,306,Sucursal,11A579
0101000020E61000002CA55F09819A59C0FF0D145719853340,307,Sucursal,11A579
0101000020E6100000620C301C9D1459C0DEADEAB487C33940,308,Sucursal,11A579
0101000020E61000006ED27EB5749458C01F1D2EA489103340,309,Sucursal,11A579
0101000020E610000075F5B6DB261959C0422F711E2D963440,310,Sucursal,11A579
0101000020E6100000E2C9B082C6EC59C04274CE707F3F3340,311,Sucursal,11A579
0101000020E61000005479F134CF5E57C022AC00BE5FA93140,312,Sucursal,11A579
0101000020E6100000BAC3C307B8C458C04273A5B7A26A3340,313,Sucursal,11A579
0101000020E6100000EBC448A3405958C0005A4E9DA2793240,314,Sucursal,11A579
0101000020E6100000828493FAD3695BC0A3B7700787FC3A40,315,Sucursal,11A579
0101000020E610000040C957E1DA4F5AC09F09EAE78FAD3440,316,Sucursal,11A579
0101000020E6100000324590B5CC1959C0DFB74A459DAD3940,317,Sucursal,11A579
0101000020E61000003E3CCFC875C358C06F94C4AB0F9A3340,318,Sucursal,11A579
0101000020E6100000924041314B8F58C0887D8660EA133340,319,Sucursal,11A579
0101000020E6100000A68B7F65C67359C009ED6A2C40933340,320,Sucursal,11A579
0101000020E61000005BB9B46D9ABE58C0520D9813F69B3040,321,Sucursal,11A579
0101000020E610000098A7CEFE1B635BC09C22554E5A503F40,322,Sucursal,11A579
0101000020E610000051105DCC26C958C04E2E217AADE33340,323,Sucursal,11A579
0101000020E6100000511F37B2619759C0D153AA65E7163340,324,Sucursal,11A579
0101000020E610000070F5F7AD71CA58C09171391C656F3340,325,Sucursal,11A579
0101000020E610000002953B7D4E5A5AC09701461B70E63440,326,Sucursal,11A579
